src,tgt
"Surat, the commercial capital of the region and other coastal cities soon capitulated to the Mughals.",অঞ্চলটোৰ বাণিজ্যিক ৰাজধানী চুৰাট আৰু অন্যান্য উপকূলীয় চহৰসমূহে সোনকালেই মোগলৰ ওচৰত আত্মসমৰ্পণ কৰে।
"By 1573, he had driven out the Mirzas who, after offering token resistance, fled for refuge in the Deccan.",১৫৭৩ চনৰ ভিতৰত তেওঁ মিৰ্জাসকলক বিতাড়িত কৰিছিল যিসকলে সাংকেতিক প্ৰতিৰোধ আগবঢ়োৱাৰ পিছত দাক্ষিণাত্যত আশ্ৰয় লবলৈ পলাই গৈছিল।
"Moreover, Akbar had received invitations from cliques in Gujarat to oust the reigning king, which served as justification for his military expedition.","তদুপৰি আকবৰে গুজৰাটৰ গোটসমূহৰ পৰা শাসনত থকা ৰজাক উৎখাত কৰিবলৈ আমন্ত্ৰণ লাভ কৰিছিল, যিয়ে তেওঁৰ সামৰিক অভিযানৰ বৈধ কাৰণ হিচাপে পৰিগণিত হৈছিল।"
Ranthambore was held by the Hada Rajputs and reputed to be the most powerful fortress in India.,হাদা ৰাজপুতসকলে ৰণথামবোৰ দখল কৰিছিল আৰু ভাৰতৰ আটাইতকৈ শক্তিশালী দুৰ্গ হিচাপে গণ্য কৰা হৈছিল।
He never again ventured out his mountain refuge in Mewar and Akbar was content to let him be.,তেওঁ আকৌ কেতিয়াও মেৱাৰত থকা তেওঁৰ পৰ্বতৰ আশ্ৰয়লৈ যাবলৈ সাহস কৰা নাছিল আৰু আকবৰে তেওঁক থাকিবলৈ দিয়াত সন্তুষ্ট আছিল।
"Akbar had the surviving defenders and 30, 000 non-combatants massacred and their heads displayed upon towers erected throughout the region, in order to demonstrate his authority.","আকবৰে নিজৰ প্ৰভুত্বৰ প্ৰদৰ্শন কৰিবৰ বাবে জীয়াই থকা সংগ্রামী আৰু ৩০,০০০ অ-সংগ্ৰামী লোকক গণহত্যা কৰি সমগ্ৰ অঞ্চলটোত স্থাপন কৰা মিনাৰবোৰত তেওঁলোকৰ মূৰ প্ৰদৰ্শন কৰিছিল।"
"Jahanara, certainly, interceded at various times on behalf of all of the princes and was well-regarded by Aurangzeb even though she shared the religious outlook of Dara.",জাহানাৰাই নিশ্চিতভাৱে সকলো ৰাজকুমাৰৰ হৈ বিভিন্ন সময়ত মধ্যস্থতা কৰিছিল আৰু দাৰাৰ ধৰ্মীয় দৃষ্টিভংগী মানি চলাৰ পাছতো ঔৰংগজেবে তেওঁক যথেষ্ট সন্মান কৰিছিল।
The newly reestablished Mughal Army during the reign of Shah Alam II.,শ্বাহ আলম দ্বিতীয়-ৰ ৰাজত্বকালত নতুনকৈ পুনৰ প্ৰতিষ্ঠা কৰা মোগল সেনা।
She owned ships that carried pilgrims to and from the Islamic holy city Mecca and ran an extensive trade of silk and several spices to international borders.,তেওঁ সেই জাহাজবোৰৰ গৰাকী আছিল যিয়ে তীর্থযাত্রীসকলক ইছলামী পবিত্র চহৰ মক্কালৈ অনা-নিয়া কৰিছিল আৰু আন্তঃৰাষ্ট্রীয় সীমালৈ ৰেচম আৰু বহুবিধ মচলাৰ ব্যাপক বাণিজ্য চলাইছিল।
"In response to her arrest, Gandhi's supporters hijacked an Indian Airlines jet and demanded her immediate release.","তেওঁক গ্ৰেপ্তাৰ কৰাৰ প্ৰতিক্ৰিয়া স্বৰূপে, গান্ধীৰ সমৰ্থকসকলে ইণ্ডিয়ান এয়াৰলাইনছৰ এখন জেট অপহৰণ কৰে আৰু তেওঁক তাৎক্ষণিকভাৱে মুকলি কৰি দিবলৈ দাবী জনায়।"
Mariam-uz-Zamani was a woman of strong personality who laid the foundation of a highly astute international trade in the Mughal Empire and was a remarkable businesswoman herself.,"মৰিয়ম-উজ-জামানি এগৰাকী শক্তিশালী ব্যক্তিত্বৰ মহিলা আছিল, যিয়ে মোগল সাম্রাজ্যত এক অত্যন্ত চতুৰ আন্তঃৰাষ্ট্ৰীয় বাণিজ্যৰ ভেটি স্থাপন কৰিছিল আৰু নিজেও এগৰাকী উল্লেখযোগ্য মহিলা ব্যৱসায়ী আছিল।"
The young King of Mysore Krishnaraja Wodeyar II rewarded Hyder Ali's performance by granting him the title of Fath Hyder Bahadur or Nawab Hyder Ali Khan.,মহীশূৰৰ যুৱ ৰজা কৃষ্ণৰাজ ৱোডেয়াৰ দ্বিতীয়ই হাইদৰ আলীক ফাথ হাইদৰ বাহাদুৰ অথবা নৱাব হাইদৰ আলী খান উপাধি প্ৰদান কৰি তেওঁৰ প্ৰদৰ্শনক পুৰস্কৃত কৰিছিল।
"Hyder Ali sent letters appearing to be from Nanjaraj to some of Khande Rao's commanders, confirming their agreement to hand Khande Rao over to Hyder Ali.",খাণ্ডে ৰাওক হাইদৰ আলীক হস্তান্তৰ কৰাৰ তেওঁলোকৰ চুক্তি নিশ্চিত কৰি হাইদৰ আলীয়ে আনুমানিক নাঞ্জাৰাজৰ পৰা খাণ্ডে ৰাওৰ কেইজনমান অধিনায়কলৈ পত্ৰ প্ৰেৰণ কৰিছিল।
"A month later, he met Gandhi for the first time at the Gujarat Political Conference in Godhra.",এমাহৰ পাছত গোধৰাত অনুষ্ঠিত গুজৰাট ৰাজনৈতিক সন্মিলনত তেওঁ প্ৰথমবাৰৰ বাবে গান্ধীক সাক্ষাৎ কৰে।
"He then sent a military expedition to Gujarat, under his brother Raghunath Rao.",তাৰ পিছত তেওঁ তেওঁৰ ভাতৃ ৰঘুনাথ ৰাওৰ অধীনত গুজৰাটলৈ এটা সামৰিক অভিযান পঠাইছিল।
"A few weeks later, Ramchandra Baswant escaped to Gujarat.",কেইসপ্তাহমানৰ পিছত ৰামচন্দ্ৰ বাসৱন্ত গুজৰাটলৈ পলাই গৈছিল।
"On 14 November, he sent them to captivity in Lohagad.",১৪ নৱেম্বৰত বালাজী ৰাওৱে তেওঁলোকক লোহাগড়ৰ বন্দী স্থানলৈ পঠিয়াই দিছিল।
"Tarabai refused, and Balaji Rao left for Pune, since a siege of the well-provisioned and strong Satara fort would not be easy.","তাৰাবাইয়ে অস্বীকাৰ কৰিছিল, আৰু যিহেতু সু-ব্যৱস্থাযুক্ত তথা শক্তিশালী চাতাৰা দুর্গটো অৱৰোধ কৰাটো সম্ভৱ নহ'ব, সেয়ে বালাজী ৰাও পুনৰ পুনেলৈ গুচি গৈছিল।"
"On 30 April, Balaji Rao launched a surprise evening attack, and Damaji's camp surrendered without resistance.",৩০ এপ্ৰিলত বালাজী ৰাওৱে সন্ধিয়াৰ আকস্মিক আক্ৰমণ চলাইছিল আৰু দামাজীৰ শিবিৰটোৱে বিনা প্রতিৰোধে  আত্মসমর্পণ কৰিছিল।
"Meanwhile, on hearing about the rebellion, Balaji Rao left the Mughal frontier, and quickly advanced towards Satara, covering 400 miles in 13 days.","ইফালে, বিদ্ৰোহৰ খবৰ পাই বালাজী ৰাওৱে মোগল সীমান্ত এৰি, ১৩ দিনত ৬৪৩.৭৩৭৬ কিলমিটাৰ অতিক্ৰম কৰি ক্ষীপ্রতাৰে ছাতাৰাৰ অভিমুখে আগবাঢ়ি গৈছিল।"
Trimbakrao kept pursuing him and cornered his force near a gorge in the Krishna river valley.,ত্ৰিম্বকৰাওয়ে তেওঁক খেদি আছিল আৰু কৃষ্ণা নদী উপত্যকাৰ এটা কুৰুঙৰ ওচৰত নিজৰ বাহিনীক একাশৰীয়া কৰিছিল।
